0,Công Ty TNHH Cây Đào Đỏ
1,Nguyễn Thị Hồng Quyên
2,CN HÀ NỘI – Công ty TNHH Gongcha Việt Nam
3,BUBBLE BEAR
4,CÔNG TY TNHH PIZZA HUT VIỆT NAM
5,CôNG TY TNHH DịCH Vụ THựC PHẩM Và GIảI KHáT VIệT NAM
6,L A G A R E
7,The King Coffee
8,CAFE BABA
9,HƯNG LONG
10,ALIFOODCORNER
11,BILUXURY 
12,HỘ KINH DOANH THE ALLEY
13,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ TRÚC ANH	
14,Bánh Cuốn Tây Sơn
15,VUA TÀO PHỚ
16,CÔNG TY LIÊN DOANH TNHH KFC VIỆT NAM
17,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ CUỘC SỐNG CỦA TÔI
18,CƠM NIÊU SINGAPORE
19,ROYAL RICE & BUNBAR
20,Trung Nguyên Legend
21,GÀ ÁC VĨNH QUÝ
22,Gà Ác Vĩnh Quý 
23,HÀ NGỌC THU HIỀN
24,HỘ KINH DOANH NEM NƯỚNG OANH VY
25,Tổng Hợp Việt 
26,ATM STREET COFFEE
27,CÔNG TY TNHH MỘT THÀNH VIÊN LAVIDA COFFEE AND TEA
28,CÔNG TY CỔ PHẦN THƯƠNG MẠI HI-FOODS
29,Công ty cổ phần thương mại Nhật Thái
30,Công ty CP Thương mại Dịch vụ Mania
31,CÔNG TY TNHH VIETART FOOD & BEVERAGE
32,CÔNG TY CP ĐT TM QT MẶT TRỜI ĐỎ (TP HÀ NỘI)
33,CÔNG TY TNHH KẾT NỐI KHÔNG GIAN
34,Pizza Chảo Đồng Phát Park View Tower
35,CỦA HÀNG ĂN UỐNG SỐ 12
36,HỘ KINH DOANH CANG TRẦN
37,HỘ KINH DOANH MÌ QUẢNG 3 ANH EM
38,CÔNG TY TNHH DỊCH VỤ TIÊN TÂM
39,THE ALLEY
40,CÔNG TY TNHH GONGCHA VIỆT NAM
41,Nhà hàng Hoa Sen ( lotus cafe)
42,LiBB House Coffee & Tea
43,CHI NHÁNH QUẬN 10 - CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU PHÚ QUỐC
44,1st GARDEN CAFE & BISTRO
45,KHOAI LANG LẮC
46,CV GAMING & COFFEE
47,BÚN CÁ 164 Ô CHỢ DỪA
48,CỬA HÀNG TÚ LINH
49,Koi Cafe Spa 646
50,B59 COFFEE
51,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ LARINA
52,CÔNG TY TNHH MTV NHÀ HÀNG HOÀNG YẾN
53,Thập Cẩm Canh Ma La - Tang
54,Newborns Vietnam
55,Ốc ăn vặt Thành Công
56,CÔNG TY TNHH XUẤT NHẬP KHẨU THƯƠNG MẠI AN MINH
57,Công ty TNHH Routine Việt Nam
58,TRÀ SỮA CHA – MI - CHI
59,Chi Nhánh Công Ty CP Alfresco's Á Châu
60,Pháo Cafe
61,HỘ KINH DOANH THE - ALLEY
62,MÌ QUẢNG 3 ANH EM 
63,Công Ty TNHH Passio
64,DADDY PARIS
65,Công Ty TNHH Paris Baguette Việt Nam
66,MIZUSAWA
67,LUÂN THẢO
68,Sumo Steak
69,TÙNG BOOK COFFEE
70,Công Ty Trách Nhiệm Hữu Hạn SAVOR Việt Nam 
71,HAHA CHICKEN
72,Trà Sữa Hefkcha
73,D.A.T
74,THE ALLEY QUẬN 2
75,ĐẠI BIỂN DƯƠNG
76,Chè Và Trà Sữa Đài Loan Blackball
77,Royal Tea 379 Trường Chinh
78,Apsara Cafe
79,MÌ QUẢNG ẤM CHÈ XANH
80,Hộ Kinh Doanh Cà Phê Ngõ
81,GIÀY BQ
82,HƯƠNG TRÀ
83,CÔNG TY TNHH H4L
84,HỘ KINH DOANH HỒ TÂY 
85,Odin Coffee
86,ĐÔI MÓNG GIÒ
87,Công ty TNHH NHà Hàng Vela
88,Công ty Cổ phần Thương mại dịch vụ Cổng Vàng 
89,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI GOOD GOODS
90,MOTO CAFE
91,HỘ KINH DOANH DA - THE ALLEY
92,Hộ kinh doanh Vương Ngọc Anh
93,Phở Gà Ta-Bún Dọc Mùng
94,Trà chanh Cafe Minh Thúy
95,VŨ VĂN THẮNG
96,Circle K HCM
97,Nhà Hàng Long Béo
98,Thìn Béo Quán
99,LEE KIM CHI COFFEE & TEA
100,HỘ KINH DOANH MÙI ĐẤT
101,CÔNG TY CỔ PHẦN SỨC KHỎE NAM GIỚI
102,COFFEE ANN
103,Coffee- cơm vp
104,TRÀ CÀ PHÊ THE MYRA
105,HỘ KINH DOANH CỬA HÀNG TRÀ SỮA FOGO VIỆT NAM
106,HỘ KINH DOANH BA LÁ TRÀ
107,MILANOCOFEE
108,QUÁN MR.LÌ
109,NHÀ HÀNG RÊU CÁ GARDEN
110,CÔNG TY TNHH THƯƠNG MẠI AN SINH
111,Công ty TNHH Sunday Studios
112,CÔNG TY TNHH TM DV THANH THÙY GROUP
113,Atelier Coffee Roaster
114,HKD ĐẠI MỘC THỦY - THE ALLEY
115,Hộ Kinh doanh Bốn Chín
116,CÔNG TY CỔ PHẦN TANOS
117,CỬA HÀNG EFFOC
118,CHI NHÁNH II - CÔNG TY TNHH CÔNG NGHỆ THỰC PHẨM VIỆT HÀN
119,Banyan Tea
120,THẾ GIỚI HÀU 601
121,Bếp Của Mẹ
122,CÔNG TY CP TMDV TACO VIỆT NAM
123,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN SARI
124,CÔNG TY CỔ PHẦN FC & KMEAT VIỆT NAM
125,Bilio Coffee
126,Chi nhánh Hội An - Công ty Cổ phần Sáng tạo Ý tưởng Kinh doanh
127,TORANO
128,Oanh cơm bún miến
129,CÔNG TY CỔ PHẦN BWS VIỆT NAM
130,TERRISA DIRECT
131,CÔNG TY TNHH QUỐC TẾ SOMY
132,HỘ KINH DOANH LÂM VĂN THẮNG
133,MINISTOP Việt Nam
134,Cafe Hào Nam
135,Cửa Hàng Eco Fruits
136,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ 4GS TEXAS
137,PING
138,CÔNG TY TNHH THỰC PHẨM NEW SUN
139,Cà Phê ViVa
140,CAFE MILANO NAM KỲ KHỞI NGHĨA
141,CÔNG TY TNHH KARTOFFELN
142,café Lâm 29
143,Đức Trang Bakery
144,CÔNG TY TNHH HOA TƯƠI GẤU CON
145,CÔNG TY CỔ PHẦN SÀI GÒN H D 
146,R & B Tea Nguyễn Thái Học
147,BÁNH MỲ ZÒN
148,Rosso Café
149,Tarmi Mart
150,CÔNG TY TNHH ROUTINE VIỆT NAM
151,PASSSS COFFEE
152,Công ty TNHH Diệp Dưng Phú
153,CÔNG TY CỔ PHẦN THỰC PHẨM SUNDO
154,ĐẶNG CHÂU Ý NHI
155,Circle K Hà Nội
156,DEMI COFFEE
157,Royal Tea
158,Bún Bò Huế O-Nga
159,Công ty TNHH Dalat Hasfarm
160,STU Coffee & Food
161,CAFE 63
162,THẢO CAFE
163,Hộ Kinh Doanh Living Well Deli
164,HỘ KINH DOANH NHỮNG CHẶNG ĐƯỜNG CÀ PHÊ
165,Lecastella And Leecha Huỳnh Thúc Kháng
166,Chi nhánh Nghệ An - Công ty Cổ phần Sáng tạo Ý tưởng Kinh doanh
167,HỘ KINH DOANH KIỀU OANH
168,ALTO COFFEE
169,Hộ kinh doanh TocoToco
170,Bún Đậu Mẹt
171,Công ty CP VEETEX
172,Công ty TNHH Truyền Thông Xuân Vũ
173,Bánh cuốn 77 Đặng Văn Ngữ
174,Công ty cổ phần KOMBO
175,SWEETHOUSE COFFEE
176,Son sonas
177,PAPA ROTI
178,YOUONE HOTDOG
179,Công ty TNHH Nhà Hàng Hoàng Yến
180,HỘ KINH DOANH BEEFSTEAK
181,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ NAM QUỐC
182,MON TEA
183,Mì Quảng Thăng Bình
184,Hộ kinh doanh dịch vụ ăn bích đào
185,CÔNG TY TNHH THỰC PHẨM VÀ GIẢI KHÁT VIỆT NAM
186,Thèm Trái Cây
187,Công ty TNHH MỘT THÀNH VIÊN ĐẠI MỄ
188,Mochiotea
189,K' Street
190,The Coffee House
191,CÔNG TY CỔ PHẦN CENTRAL RETAIL CORPORATION (VIỆT NAM)
192,CÔNG TY TNHH YIFANGTEA VIỆT NAM
193,CÔNG TY TNHH BÁN LẺ SAKUKO VIỆT NAM 
194,Foglian Coffee
195,CÔNG TY CỔ PHẦN KAI LIFE
196,HỘ KINH DOANH MỘT CHÍN TÁM NĂM
197,Chi nhánh Đức Nhân - Nhà Hàng Hoa Quỳnh
198,CÔNG TY CP ĐẦU TƯ TM VÀ DV SHC VIỆT NAM
199,HOLIMIX COFFEE
200,HỘ KINH DOANH CHEESE LAB
201,Hộ kinh doanh Trà Kim Cương
202,CÔNG TY TNHH BÁNH NGỌT CJ VIỆT NAM
203,Chew tea
204,CÔNG TY TNHH MTV THỰC PHẨM SAIGON CO.OP
205,Công ty TNHH Thương Mại Dịch Vụ Sản Xuất Hoa Hướng Dương
206,CÔNG TY CỔ PHẦN SOYA GARDEN
207,Bún Chả Tùng Lâm
208,CÔNG TY TNHH AUNTIE KIM
209,Công ty TNHH Quốc tế Lê Kiên
210,Công Ty TNHH TMDV Vườn Rau Chấm Com
211,DISCOVERY CORNERS COFFEE
212,Hộ kinh doanh Huy Tiến
213,ĐÈN BẦU COFFEE
214,Công Ty Cổ Phần Alfresco's Á Châu
215,Khay Coffee
216,CO PORT
217,HỘ KINH DOANH AA STOP & SHOP
218,HỘ KINH DOANH CAFE BERNARD
219,Nem nộm trường tâm
220,CHÈ NGON BÉ CHUN
221,CÔNG TY TNHH O'DOUCEURS VIỆT NAM
222,Nộm Gia Truyền Hoa Mai
223,CÀ PHÊ VIVA CHÍN CHÍN
224,Trà Sữa T - CAT
225,MÌ VỊT TIỀM YAU CHAN
226,Công ty Cổ phần thế giới Phụ nữ
227,Hộ Kinh Doanh Song Bình
228,CÔNG TY TNHH MỘT THÀNH VIÊN CƠM TẤM THUẬN KIỀU
229,Hộ Kinh Doanh Phạm Huỳnh Như
230,Grand Coffee
231,CÔNG TY CỔ PHẦN THỂ THAO BOOTH
232,CÔNG TY CỔ PHẦN THỂ THAO BOOTH 		BOOTH SPORT (VIETNAM) JOINT STOCK COMPANY
233, CHI NHÁNH CÔNG TY TNHH MR CAKE
234,CÔNG TY TNHH THƯƠNG MẠI XNK TRẦN LÊ GIA
235,Công ty TNHH Thể Thao Đường Phố
236,CÔNG TY THHH TM GO GREEN 
237,CÔNG TY TNHH TG FOOD
238,CÔNG TY CỔ PHẦN ẨM THỰC CUỐN VIỆT
239,Vương Thuý Hồng
240,Bánh Mì Thổ Nhĩ Kì
241,MICHI SUSHI
242,Cafe Muối
243,Sakura Sou Japan
244,FRUITSDAY
245,CÔNG TY TNHH MARUTAMART
246,Hộ kinh doanh Phùng Thị Kim
247,Công Ty CP Những Hạt Cà Phê Nói Chuyện
248,HỘ KINH DOANH AMITABA
249,Trà sữa Earl Tea
250,CÔNG TY TNHH CÀ PHÊ ĐEN ĐÁ
251,CÔNG TY CỔ PHẦN VIỆT NAM KỸ NGHỆ SÚC SẢN
252,CÔNG TY CP ROBINSON DEPARTMENT STORE (VIETNAM)
253,TRÀ SỮA MẸ TÔI
254,Hestia Coffee & Milktea
255,ViVa Star Coffee Bella
256,HỘ KINH DOANH CHẢO
257,Royal Tea 111 Nguyễn Thái Học
258,SUSHI CÔ CHỦ NHỎ
259,BÚN QUẬY PHÚ QUỐC
260,Cửa Hàng Phớ Đê
261,LIDER STORE
262,Mr Cú
263,MR GOOD TEA
264,THỊT XIÊN NƯỚNG
265,HỘ KINH DOANH FULI
266,Sinh Tố Tỷ Muội
267,HỘ KINH DOANH NGUYỄN MẠNH HÙNG 
268,HỘ KINH DOANH NGUYỄN THỊ MAI HOA
269,CÔNG TY TNHH MONICA
270,R - Y - U C - H - A
271,Công Ty TNHH Golden Trust
272,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BẦU TRỜI XANH
273,SỮA TƯƠI TRÂN CHÂU ĐƯỜNG ĐEN
274,CÔNG TY TNHH MỸ THỰC HƯNG THỊNH
275,HỘ KINH DOANH BÁNH SU QUE 
276,Hộ Kinh Doanh Cơm Bún Bò Huế Nguyễn Thị Hạnh
277,HỘ KINH DOANH TRÀ SỮA KUBIN
278,PHỦI CAFE
279,Quán Ăn Gia Đình
280,Công ty Cổ Phần Thương Mại Và Dịch Vụ SBO Việt Nam
281,CÀ PHÊ ANH
282,CỬA HÀNG BÁNH MÌ SÀI GÒN - BURGERS VIETNAM
283,Công ty TNHH SXTM Phúc Long
284,CÔNG TY CỔ PHẦN OTOKE CHICKEN
285,Công ty TNHH Dịch Vụ Bình An Thiên
286,MASTER TEA
287,Công ty TNHH Nông Nghiệp Hòn Đất 
288,TAKA TEA
289,Tào phớ lụa
290,THỰC PHẨM SẠCH GFOOD
291,Chi nhánh Đà Nẵng - Công ty Cổ phần Sáng tạo Ý tưởng Kinh doanh
292,HỘ KINH DOANH CÀ PHÊ TRẠM THÀNH THỊ
293,THE ALLEY -CMT8
294,LAHA COFFEE
295,Bánh Xếp
296,Công ty TNHH MTV Hội nhập phát triển Đông Hưng
297,Súp Cua Hoa
298,CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ  VƯỢNG HÀ HỒ CHÍ MINH
299,Sinh tố - nước ép - trà sữa - nho xanh
300,Công ty CP TTTM LOTTE Việt Nam
301,Công ty TNHH DOLL EYES
302,Công Ty TNHH Wang Wang Việt Nam
303,CÔNG TY CỔ PHẦN THỰC PHẨM GOLDEN STAR
304,Bún đậu Ất Sửu
305,Cơm Huệ
306,HỘ KINH DOANH HAPPY BABY SPA
307,ẨM THỰC CHAY RAU CỦ QUẢ VEGETA
308,CÔNG TY TNHH TRÀ SỮA THÙY TRANG
309,Êmm Drink
310,Lẩu laksa
311,CÀ PHÊ MILANO HIMLAM
312,ABC
313,FRUZII COFFEE
314,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI CHẤN KHANG
315,CÔNG TY TNHH PLUM
316,Cô Nguyệt Quán
317,Công Ty TNHH Đức Nhân
318,CÔNG TY TNHH KOI CAFE VIỆT NAM
319,Chi Nhánh Công ty TNHH Đức Nhân  Đà Nẵng
320,DELI COFFEE
321,SIÊU THỊ THỰC PHẨM SẠCH FALA
322,Kim Chí Quán 
323,CÔNG TY LIÊN DOANH TNHH BERJAYA - HỒ TÂY
324,CÔNG TY CỔ PHẦN PIZZA NGON
325,Cửa Hàng Fabi
326,TRÀ SỮA THE MILKTEA GUY
327,Công ty TNHH lương thực và thực phẩm Miefood 
328,CÔNG TY TNHH JANUS HOLDING
329,Bún Đậu Cầu Gỗ
330,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR
331,CÔNG TY TNHH MỘT THÀNH VIÊN BÁCH HÓA SÀI GÒN CO.OP
332,Hộ Kinh Doanh Cà Phê E.F.F.O.C Phan Văn Trị
333,ASINT COFFEE
334,Công ty Cổ phần thương mại dịch vụ TACO Việt Nam
335,CÔNG TY TNHH BEFUL
336,Bún Chả Bình Chung
337,CHÁO ẾCH SENTOSA
338,Gà Mạnh Hoạch
339,CHI NHÁNH CÔNG TY TNHH CÔNG NGHỆ THỰC PHẨM VIỆT HÀN
340,Trà sữa -18oC
341,KUP COFFEE
342,Hoa Chanh Coffee
343,Công Ty TNHH BoBapop
344,CÔNG TY CỔ PHẦN NGỌC LỄ F&B
345,TRÁI CÂY TÔ 177
346,CÔNG TY TNHH I MU ZU
347,FURIN
348,NƯỚC ÉP SINH TỐ D.A.T
349,Mr Sạch Coffee
350,CÔNG TY TNHH LÊ NGUYỄN TUYẾT ANH
351,Công ty TNHH Trà Đen Việt Nam
352,CHI NHÁNH CÔNG TY LIÊN DOANH TNHH KFC VIỆT NAM TẠI TP. HỒ CHÍ MINH
353,HỘ KINH DOANH LÊ GIA LONG
354,Tào Phớ Lụa
355,BTDT COFFEE
356,QUÁN NGON TRẢNG BÀNG
357,Chi Nhánh - Công ty TNHH Brandlink VietNam
358,QUÁN ĂN PHÚ GIA
359,Steven Cafe'
360,Nhà Hàng Cao Phong
361,CỬA HÀNG CÀ PHÊ SÀI GÒN
362,B.U.S.A.N K.O.R.E.A_F.O.O.D
363,IHOUSE COFFEE
364,BÚN BÒ HUẾ TRƯƠNG ĐỊNH
365,Cơm chay Mani
366,KHUYẾN MÃI THANH LÝ
367,LAHA COFFEE TRẦN CAO VÂN
368,Lylagua Coffee
369,CÔNG TY CỔ PHẦN KEM AN MINH
370,Chè Bưởi Vĩnh Long 
371,Hộ Kinh Doanh Bùi Danh Nhân
372,QUÀ HÀ NỘI QUÁN
373,QTV CENTER
374,CÔNG TY TNHH POTATO THUỶ TIÊN
375,CÔNG TY TNHH DỊCH VỤ THỰC PHẨM VÀ GIẢI KHÁT CÁNH DIỀU XANH
376,Chi Nhánh Công Ty TNHH sản xuất thương mai cơ khí Trường Sơn
377,Bún Bò Huế
378,CỘT ĐIỆN QUÁN
379,HỘ KINH DOANH PET'S HOME
380,Công ty TNHH Phát triển thương mại Phúc Linh
381,CÔNG TY CỔ PHẦN DỊCH VỤ THỰC PHẨM VÀNG
382,ĐIỂM HẸN COFFEE
383,CÔNG TY CỔ PHẦN DỊCH VỤ GIẢI TRÍ CẦU VỒNG
384,Công ty Cổ phần thương mại QSR Việt Nam
385,CÔNG TY CỔ PHẦN THƯƠNG MẠI QSR VIỆT NAM
386,CÔNG TY TNHH VÌ CÁI ĐẸP
387,Công  Ty  TNHH TM DV AMANTE Việt Nam
388,Hộ Kinh Doanh Trà Sữa T-H-E A-L-L-E-Y
389,3T COFFEE
390,CÔNG TY CỔ PHẦN DU LỊCH VÉ MÁY BAY BÌNH MINH
391,URBAN STATION COFFEE
392,HỘ KINH DOANH KFIN
393,Công ty Cổ Phần V-Food Việt Nam
394,TRÀ SỮA SHARETEA
395,Công ty cổ phần thời trang Sơn Kim - JOCKEY
396,CÔNG TY CỔ PHẦN THỜI TRANG SƠN KIM - SƠN KIM MODE
397,CÔNG TY CỔ PHẦN THỜI TRANG SƠN KIM - VERA
398,Cơm Thu
399,Công Ty TNHH TM- DV Trà Hoàng Gia
400,Milano 7A/50 Thành Thái
401,CÔNG TY TNHH BOO GROUP
402,CÔNG TY CỔ PHẦN KATINAT KAFE
403,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HEEKCAA VIỆT NAM
404,CHÈ KHÚC BẠCH ĐỖ NGỌC
405,She Coffee
406,Công ty TNHH Cà phê Effoc
407,Chi nhánh Hải Phòng - Công ty Cổ phần Sáng tạo Ý tưởng Kinh doanh
408,BÁNH CANH CUA NGỌC TRINH
409,Công ty TNHH TM DỊCH VỤ KINH DOANH TRUNG TUYẾN
410,Nhà Thuốc Linh An
411,Bánh Mỳ Ngon
412,Nhà hàng Kem Ý EisRoma
413,ĐẠI LÝ GẠO TÒA YẾN
414,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ DI PHÁT
415,Cửa Hàng Anh Hiệp
416,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI NHÀ HÀNG VƯƠNG QUỐC
417,Gà Phê
418,MILANO NAM LONG
419,Lương Thu Hương
420,GOKY 45 NGUYỄN CHÍ THANH
421,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION
422,Quán Sành
423,COFFEE V - ĐỨC
424,4 Seasons- Chè Trà Kem
425,Công ty cổ phần Sói Biển Trung Thực
426,Milano Coffee
427,MR.TO GARDEN
428,Công Ty TNHH Bán Lẻ Sakuko Việt Nam
429,Lẩu cá kèo và bánh tráng Trảng Bàng
430,Sinh Tố Mai Hương Quầy 6
431,CÔNG TY TNHH TM VÀ ĐẦU TƯ THQ
432,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ THÀNH NGUYỄN
433,CÔNG TY CP TMDV TVTK THỜI TRANG VIỆT
434,CÔNG TY CỔ PHẦN ARYA CONSUMER
435,CaFe Phim Jones coffee film
436,Công ty cổ phần Blue Star Pizza
437,CÔNG TY TNHH DV TM PHƯƠNG ANH
438,Lagrupa Steak House
439,BBQ Chicken
440,CÔNG TY TNHH TM DV BÁCH MỘC
441,Hộ kinh doanh cửa hàng đồ uống coco
442,COFFEINE
443,HỘ KINH DOANH NÚI
444,CÔNG TY TNHH PARIS BAGUETTE HÀ NỘI
445,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD
446,CÔNG TY CỔ PHẦN AKA HOUSE
447,Flat White
448,HỘ KINH DOANH BÂNG KHUÂNG CÀ PHÊ
449,Hộ Kinh Doanh Quách Thu Thảo
450,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ CHÀO NGÀY MỚI
451,CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ  VƯỢNG HÀ 
452,CÔNG TY TNHH THƯƠNG MẠI KỸ THUẬT DỊCH VỤ ICOOL
453,CÔNG TY TNHH NANUM VIỆT NAM
454,GÀ TA QUÊ NHÀ
455,CÔNG TY TNHH GS 25 VIETNAM
456,Trà sữa Vone
457,ANH NHUNG
458,CÔNG TY TNHH DẤU CỘNG VÀNG
459,Bún Sườn Chua
460,HỘ KINH DOANH VŨ HỮU SƠN
461,MR.CAKE
462,TRÀ SỮA RIRO
463,Mì Ý Double B
464,QUÁN CÀ PHÊ THE HIDDEN ELEPHANT
465,COFFEE THE TOWN
466,Cà Phê Nana
467,TIỆM BÁNH IT
468,Guardian VN
469,CÔNG TY TNHH SMOOTHIE FACTORY VIỆT NAM
470,Công Ty TNHH DL Sweets 
471,CATINA BAGEL
472,HỘ KINH DOANH - QUÁCH THỊ HƯƠNG DUYÊN
473,ĐẶC SẢN LƯƠN ĐỒNG
474,CÔNG TY TNHH MTV KINH DOANH TIỆN LỢI SÀI GÒN CO.OP
475,Hộ kinh doanh Trương Đức Tùng
476,CÔNG TY TNHH THIẾT BỊ NHA KHOA HẢI ÂU
477,VIKING STEAK
478,MARC & JEN
479,HỘ KINH DOANH HẺM MÌ Ý
480,MOCKING BIRD CAFE
481,Phở KCC Nguyên Hồng
482,Công Ty TNHH TÂY CAFE
483,CÔNG TY TNHH DỊCH VỤ THỰC PHẨM VÀ GIẢI KHÁT VIỆT NAM
484,Tiệm bánh Chez Moi
